lat,lon,addr:street,addr:housenumber
50.9445640977,3.05241595159,Bombeekweg,1
50.9442069369,3.05148814113,Bombeekweg,2
50.9445990572,3.05182053354,Bombeekweg,3
50.9445096983,3.05106693853,Bombeekweg,4
50.9452722234,3.05009088436,Bombeekweg,6
