lat,lon,addr:street,addr:housenumber,fixme
50.93525821,3.01396405409,Kastanjeweg,1,
50.9348103029,3.01362981011,Kastanjeweg,10,
50.9347436755,3.01421438453,Kastanjeweg,2,
50.9352915337,3.01383645846,Kastanjeweg,3,
50.9347642491,3.01406481995,Kastanjeweg,4,
50.9353155411,3.01371183503,Kastanjeweg,5,
50.9347683858,3.01390107448,Kastanjeweg,6,
50.9347913798,3.01376652187,Kastanjeweg,8,
