lat,lon,addr:street,addr:housenumber,fixme
50.9497889045,2.97378680716,Ontmijnersstraat,1,
50.9495868333,2.97388134389,Ontmijnersstraat,5,
50.9494474397,2.97397686327,Ontmijnersstraat,7,
