lat,lon,addr:street,addr:housenumber,fixme
50.9745392097,3.01404172556,Marktplaats,2,
50.9743230194,3.0145211777,Marktplaats,3,
50.9743142416,3.01464902476,Marktplaats,4,
50.9743101533,3.01477032822,Marktplaats,5,
50.9743519402,3.01490924699,Marktplaats,7,
50.9743210616,3.01502292202,Marktplaats,8,
