lat,lon,addr:street,addr:housenumber
50.9400722445,3.06443364501,Zwaluwstraat,1
50.9401482059,3.06386561425,Zwaluwstraat,2
50.9402336365,3.06476683387,Zwaluwstraat,3
50.9403446221,3.06404926833,Zwaluwstraat,4
50.9403935035,3.06492205148,Zwaluwstraat,5
50.9405264222,3.06422023866,Zwaluwstraat,6
50.9405370769,3.06506733489,Zwaluwstraat,7
50.9406923098,3.06450478088,Zwaluwstraat,8
